participateID,playerID,sportID,olympicID
236,36,26,12
237,302,43,20
238,26,26,26
239,985,40,20
240,930,30,22
241,436,27,6
242,824,45,28
243,852,52,18
244,315,24,21
245,302,29,23
246,50,18,18
247,992,20,17
248,383,36,4
249,122,6,26
250,556,33,4
251,180,24,18
252,514,49,21
253,897,57,28
254,504,10,13
255,980,35,6
256,787,57,16
257,613,13,3
258,689,17,24
259,643,12,28
260,991,53,11
261,463,15,17
262,536,11,28
263,387,17,15
264,965,4,12
265,276,58,10
266,830,6,22
267,939,25,20
268,594,22,12
269,301,30,12
270,697,3,5
271,909,10,24
272,266,55,16
273,909,54,23
274,727,25,18
275,351,38,19
276,392,31,18
277,439,37,28
278,275,27,16
279,130,40,1
280,900,32,16
281,615,44,15
282,292,15,28
283,671,48,15
284,766,5,22
285,276,9,3
286,48,2,21
287,529,56,27
288,318,42,18
289,331,59,12
290,128,27,27
291,854,12,11
292,627,52,20
293,359,38,5
294,975,6,28
295,448,46,3
296,478,13,14
297,316,54,6
298,73,37,2
299,566,47,9
300,458,49,10
301,577,13,10
302,520,38,4
303,601,20,9
304,202,16,6
305,937,30,28
306,495,34,9
307,815,30,19
308,187,11,22
309,326,58,28
310,425,32,17
311,224,16,15
312,888,42,15
313,125,3,2
314,49,38,27
315,872,60,27
316,67,8,9
317,625,16,14
318,231,13,15
319,39,34,22
320,822,5,22
321,726,47,2
322,360,45,4
323,296,49,7
324,971,52,11
325,127,16,8
326,691,6,27
327,96,25,9
328,983,16,18
329,577,47,25
330,830,7,15
331,349,57,27
332,756,38,6
333,918,42,6
334,656,8,10
335,24,28,12
336,425,54,16
337,910,12,26
338,2,51,3
339,111,52,23
340,143,59,24
341,30,45,17
342,576,54,25
343,44,22,4
344,371,31,27
345,692,31,3
346,653,20,12
347,359,28,19
348,446,42,9
349,830,1,20
350,677,42,12
351,331,17,4
352,552,46,11
353,860,59,23
354,344,54,6
355,546,32,21
356,32,11,10
357,740,14,21
358,571,49,4
359,73,7,21
360,310,39,28
361,943,47,9
362,433,25,24
363,62,3,3
364,648,33,7
365,439,3,13
366,734,57,22
367,325,23,27
368,854,32,23
369,451,53,11
370,58,11,27
371,160,8,16
372,92,11,24
373,422,22,1
374,517,35,27
375,251,25,11
376,300,17,22
377,676,51,10
378,958,13,4
379,381,24,2
380,981,16,21
381,646,9,25
382,108,39,3
383,985,43,16
384,862,6,9
385,555,34,15
386,925,16,10
387,816,5,25
388,645,27,2
389,468,3,13
390,663,38,27
391,671,53,17
392,782,8,7
393,433,51,27
394,713,10,13
395,543,55,13
396,745,10,25
397,439,1,15
398,653,40,18
399,738,42,23
400,905,2,4
401,433,52,7
402,812,32,21
403,245,47,6
404,203,52,12
405,325,39,5
406,999,54,25
407,767,19,3
408,681,48,22
409,578,14,22
410,62,7,6
411,881,55,16
412,724,53,22
413,297,27,16
414,651,16,20
415,586,47,9
416,176,41,26
417,557,24,20
418,453,38,20
419,896,22,27
420,309,3,26
421,484,47,19
422,653,12,22
423,368,10,3
424,181,10,23
425,414,57,19
426,782,23,26
427,985,12,8
428,392,21,14
429,106,56,9
430,254,21,16
431,294,56,8
432,378,9,26
433,780,6,26
434,436,38,27
435,553,58,24
436,23,36,20
437,959,8,24
438,908,13,27
439,989,42,6
440,218,31,18
441,651,13,18
442,487,26,18
443,626,3,17
444,584,27,28
445,8,17,17
446,767,48,4
447,178,45,25
448,949,28,27
449,882,58,14
450,882,26,3
451,537,7,9
452,677,59,21
453,358,7,18
454,292,25,16
455,398,52,5
456,931,4,22
457,557,27,5
458,661,53,25
459,265,28,24
460,732,58,3
461,484,15,24
462,113,32,16
463,881,6,25
464,269,21,21
465,741,22,15
466,728,32,7
467,604,19,28
468,589,21,13
469,695,59,3
470,90,30,22
471,956,23,10
472,875,11,15
473,330,17,5
474,293,23,18
475,954,36,16
476,807,15,26
477,974,25,25
478,845,17,10
479,654,12,25
480,117,28,14
481,878,28,7
482,537,31,24
483,153,47,6
484,433,17,14
485,55,31,1
486,473,9,3
487,667,43,27
488,867,28,21
489,406,58,16
490,819,17,3
491,222,49,23
492,313,27,6
493,453,29,17
494,715,36,11
495,243,59,2
496,179,38,24
497,7,5,15
498,536,20,25
499,687,51,8
500,841,16,24
501,609,12,26
502,731,23,11
503,899,14,8
504,589,29,13
505,157,25,22
506,849,51,18
507,703,52,4
508,854,48,11
509,698,50,4
510,719,21,20
511,997,7,3
512,691,2,22
513,478,43,13
514,54,13,11
515,439,20,15
516,238,60,16
517,593,59,12
518,627,5,8
519,484,8,25
520,21,50,5
521,548,34,19
522,755,8,13
523,120,1,2
524,685,26,2
525,967,9,15
526,420,60,3
527,33,13,6
528,316,28,17
529,389,35,26
530,846,36,5
531,960,7,26
532,201,45,8
533,441,58,20
534,579,16,22
535,243,31,1
536,285,13,23
537,378,36,4
538,211,34,6
539,822,55,20
540,693,28,26
541,419,29,9
542,779,13,12
543,489,22,6
544,218,55,28
545,307,60,14
546,581,38,21
547,260,57,9
548,683,15,3
549,494,44,21
550,606,9,17
551,577,26,16
552,828,27,3
553,488,11,14
554,586,49,27
555,688,26,1
556,297,43,28
557,432,2,7
558,529,56,12
559,487,49,13
560,110,8,26
561,964,20,25
562,722,38,23
563,400,31,14
564,162,19,25
565,861,36,23
566,284,55,26
567,500,31,25
568,390,50,13
569,513,54,6
570,590,19,4
571,993,54,17
572,116,50,22
573,740,15,6
574,92,55,27
575,371,4,10
576,755,20,13
577,948,12,13
578,775,28,22
579,184,47,12
580,305,26,10
581,532,1,13
582,178,39,10
583,322,39,18
584,407,39,28
585,366,21,5
586,79,46,19
587,248,19,1
588,504,6,22
589,24,18,3
590,7,3,12
591,384,22,24
592,901,54,1
593,527,11,14
594,227,35,21
595,117,19,25
596,274,2,20
597,942,16,4
598,96,45,5
599,767,27,12
600,577,53,27
601,56,57,26
602,770,49,9
603,806,46,23
604,182,54,20
605,460,36,21
606,86,11,22
607,727,16,18
608,187,12,16
609,447,51,22
610,993,52,12
611,11,40,28
612,776,14,1
613,541,19,23
614,371,22,21
615,510,43,2
616,791,58,17
617,904,8,22
618,700,33,15
619,10,23,17
620,678,44,1
621,108,29,7
622,558,46,18
623,233,33,24
624,863,28,12
625,956,54,2
626,557,16,13
627,439,39,5
628,697,48,13
629,658,12,28
630,176,17,14
631,524,12,13
632,525,34,22
633,945,35,16
634,230,60,28
635,949,15,9
636,137,48,27
637,375,13,21
638,928,45,21
639,659,29,3
640,741,21,9
641,235,12,14
642,674,50,20
643,483,56,13
644,250,35,23
645,348,54,27
646,737,44,11
647,738,53,2
648,273,21,1
649,970,57,3
650,276,19,13
651,347,14,20
652,481,31,9
653,900,44,15
654,122,24,24
655,976,35,23
656,92,5,17
657,869,31,27
658,678,6,9
659,637,40,13
660,884,49,15
661,371,48,28
662,699,24,17
663,86,32,1
664,16,43,15
665,73,60,11
666,13,13,3
667,525,42,28
668,513,29,15
669,932,59,17
670,616,1,27
671,250,54,7
672,745,23,15
673,794,9,23
674,842,33,27
675,2,34,17
676,773,43,22
677,330,15,18
678,559,36,28
679,708,39,3
680,730,22,2
681,331,26,22
682,710,13,11
683,550,33,4
684,475,24,12
685,465,52,2
686,383,32,9
687,952,11,20
688,884,1,25
689,818,59,17
690,986,1,13
691,546,55,16
692,501,47,22
693,497,16,13
694,295,18,22
695,595,39,16
696,571,15,22
697,129,53,18
698,483,14,27
699,165,17,16
700,778,39,22
701,242,7,7
702,470,5,15
703,640,46,2
704,620,4,6
705,465,6,13
706,354,36,1
707,10,27,12
708,335,6,1
709,521,19,22
710,967,57,2
711,690,45,7
712,614,21,28
713,738,27,7
714,393,40,5
715,824,35,28
716,400,50,26
717,821,29,18
718,804,12,24
719,179,50,9
720,177,5,5
721,289,15,24
722,313,21,18
723,126,29,10
724,353,48,6
725,235,10,1
726,243,55,24
727,705,36,8
728,137,60,22
729,122,57,27
730,115,33,24
731,787,52,9
732,825,51,20
733,191,34,14
734,993,14,24
735,630,29,16
736,656,7,9
737,289,15,21
738,697,3,17
739,631,25,8
740,208,35,18
741,203,28,22
742,642,20,20
743,766,35,14
744,732,2,18
745,731,13,13
746,163,31,19
747,939,20,17
748,806,19,12
749,734,33,19
750,779,27,10
751,463,55,19
752,528,29,6
753,162,56,9
754,829,28,8
755,717,38,27
756,197,56,20
757,845,15,21
758,329,56,22
759,712,54,27
760,488,20,1
761,104,3,26
762,321,49,25
763,536,52,1
764,125,42,1
765,126,11,22
766,612,50,16
767,309,49,2
768,258,55,24
769,931,15,3
770,96,47,12
771,914,35,19
772,843,58,1
773,3,28,26
774,257,15,23
775,176,55,16
776,615,19,3
777,841,50,6
778,5,4,12
779,394,26,2
780,770,56,25
781,470,33,13
782,769,2,4
783,267,48,2
784,667,21,9
785,301,59,4
786,158,17,13
787,197,18,18
788,603,28,13
789,785,24,8
790,593,23,18
791,878,21,12
792,512,27,21
793,307,35,22
794,669,28,20
795,701,29,18
796,670,18,23
797,766,17,15
798,752,8,1
799,852,9,18
800,570,30,26
801,742,38,3
802,213,58,21
803,782,5,22
804,11,30,26
805,982,23,26
806,685,36,1
807,647,10,22
808,345,1,17
809,692,48,7
810,579,36,2
811,791,18,6
812,797,11,5
813,582,55,10
814,534,1,19
815,736,41,11
816,470,8,21
817,196,42,28
818,765,25,26
819,259,51,22
820,86,51,18
821,674,55,1
822,296,15,10
823,239,35,8
824,187,39,15
825,679,37,4
826,792,42,3
827,327,25,3
828,70,40,19
829,747,36,22
830,482,27,20
831,203,42,13
832,903,48,1
833,362,45,28
834,792,55,10
835,950,5,15
836,623,31,9
837,875,33,12
838,747,46,13
839,392,9,18
840,820,46,18
841,773,20,11
842,419,9,16
843,489,24,16
844,849,51,3
845,776,33,14
846,64,14,28
847,304,36,11
848,285,8,10
849,235,10,4
850,513,58,23
851,952,26,12
852,539,41,4
853,944,16,5
854,25,15,10
855,661,39,11
856,634,22,16
857,366,49,12
858,606,19,10
859,110,30,15
860,811,26,2
861,745,7,13
862,497,1,12
863,881,51,16
864,262,16,22
865,823,55,21
866,418,38,3
867,185,7,25
868,257,40,20
869,946,60,3
870,187,35,25
871,329,53,21
872,790,51,9
873,489,38,28
874,836,48,19
875,717,37,9
876,346,15,12
877,185,22,22
878,938,30,15
879,523,51,22
880,674,3,11
881,684,11,9
882,905,60,14
883,923,54,23
884,625,34,23
885,267,51,24
886,899,32,26
887,603,23,20
888,857,38,10
889,529,39,24
890,841,14,22
891,704,5,23
892,952,40,6
893,193,13,3
894,722,12,1
895,846,25,25
896,745,43,14
897,986,49,6
898,874,19,24
899,824,47,27
900,353,58,13
901,285,2,6
902,635,15,19
903,769,53,4
904,326,35,23
905,747,37,12
906,385,30,16
907,606,59,20
908,716,21,5
909,311,30,4
910,159,52,28
911,11,5,5
912,545,18,7
913,960,20,20
914,823,1,6
915,47,33,26
916,545,55,21
917,130,58,6
918,488,22,28
919,488,43,9
920,209,54,23
921,701,53,26
922,929,35,5
923,940,1,9
924,640,38,8
925,810,44,9
926,346,47,13
927,442,36,27
928,99,38,9
929,169,12,17
930,826,49,15
931,180,42,3
932,15,27,25
933,290,18,17
934,281,32,17
935,411,43,12
936,291,9,22
937,574,47,13
938,572,13,2
939,923,59,13
940,404,56,6
941,618,17,4
942,39,51,7
943,990,1,4
944,652,43,20
945,453,1,11
946,663,31,19
947,465,41,28
948,366,46,24
949,206,17,16
950,986,11,15
951,118,30,6
952,258,35,13
953,413,45,19
954,519,14,20
955,668,60,12
956,760,44,10
957,327,45,17
958,112,58,16
959,907,12,13
960,481,38,10
961,79,46,26
962,532,40,19
963,320,39,6
964,356,16,21
965,566,21,22
966,484,23,27
967,449,6,15
968,124,33,4
969,619,24,4
970,869,4,7
971,265,24,12
972,899,48,24
973,453,17,12
974,492,47,13
975,359,2,27
976,242,14,6
977,437,53,20
978,791,50,20
979,163,4,5
980,327,18,9
981,141,33,4
982,846,38,9
983,797,11,19
984,448,33,3
985,124,18,2
986,972,8,6
987,170,60,4
988,613,25,21
989,739,7,19
990,897,42,22
991,631,10,18
992,493,19,24
993,200,55,16
994,534,59,15
995,915,59,17
996,239,29,18
997,776,18,25
998,716,41,1
999,48,14,19
1000,904,14,15
1001,546,20,25
1002,670,33,16
1003,58,41,19
1004,461,26,6
1005,647,41,4
1006,237,36,26
1007,446,18,22
1008,574,50,14
1009,950,56,2
1010,853,2,21
1011,537,17,20
1012,111,59,18
1013,399,42,22
1014,530,27,6
1015,932,48,7
1016,580,36,15
1017,837,56,28
1018,643,6,5
1019,24,36,20
1020,921,21,7
1021,461,5,10
1022,605,22,13
1023,909,16,21
1024,850,28,27
1025,191,29,27
1026,800,60,10
1027,240,44,4
1028,333,24,16
1029,580,57,14
1030,484,23,8
1031,953,47,28
1032,276,49,28
1033,529,20,13
1034,37,53,9
1035,738,49,25
1036,930,54,1
1037,863,31,11
1038,332,56,22
1039,855,38,19
1040,977,60,2
1041,999,59,22
1042,324,35,14
1043,672,58,26
1044,607,19,22
1045,491,26,25
1046,370,44,6
1047,896,58,17
1048,989,13,19
1049,434,52,23
1050,60,57,2
1051,980,38,8
1052,529,57,15
1053,420,33,2
1054,757,49,19
1055,827,50,16
1056,872,20,10
1057,645,6,13
1058,525,8,5
1059,794,31,22
1060,380,15,25
1061,170,56,2
1062,455,30,7
1063,477,41,22
1064,826,42,27
1065,435,7,12
1066,378,18,24
1067,213,48,9
1068,290,41,12
1069,681,34,19
1070,8,45,16
1071,978,30,19
1072,889,35,4
1073,971,28,22
1074,593,22,10
1075,613,18,16
1076,414,46,14
1077,513,46,7
1078,485,39,12
1079,75,45,28
1080,801,27,22
1081,23,58,12
1082,551,24,2
1083,480,16,6
1084,696,19,7
1085,922,7,16
1086,623,30,20
1087,166,56,21
1088,354,11,19
1089,756,28,7
1090,773,46,17
1091,997,28,16
1092,974,16,4
1093,668,40,13
1094,433,20,6
1095,619,33,24
1096,677,18,14
1097,891,53,4
1098,817,7,15
1099,805,1,13
1100,815,56,11
1101,786,16,6
1102,840,11,27
1103,337,41,2
1104,408,58,13
1105,356,30,28
1106,920,4,22
1107,579,37,26
1108,194,28,4
1109,553,57,22
1110,781,32,23
1111,203,53,4
1112,395,47,11
1113,982,6,19
1114,644,55,5
1115,723,2,15
1116,962,56,27
1117,754,24,20
1118,476,15,22
1119,37,47,13
1120,789,39,8
1121,115,43,21
1122,445,30,3
1123,145,52,27
1124,824,3,6
1125,158,58,16
1126,595,1,24
1127,602,27,17
1128,283,20,13
1129,830,35,24
1130,511,20,22
1131,982,35,27
1132,304,25,22
1133,213,41,21
1134,602,27,14
1135,331,41,21
1136,300,26,19
1137,384,58,14
1138,761,22,20
1139,732,54,17
1140,756,34,23
1141,985,25,22
1142,136,19,5
1143,369,8,15
1144,552,26,20
1145,814,58,15
1146,278,25,5
1147,167,55,10
1148,666,53,3
1149,81,52,22
1150,210,18,17
1151,224,29,21
1152,8,23,11
1153,188,2,27
1154,572,27,2
1155,881,41,8
1156,33,26,21
1157,875,32,6
1158,72,25,9
1159,589,46,6
1160,60,8,8
1161,585,9,1
1162,234,48,28
1163,719,20,1
1164,367,37,4
1165,820,11,25
1166,820,21,7
1167,568,29,1
1168,983,45,7
1169,150,25,1
1170,70,56,3
1171,173,41,3
1172,550,9,28
1173,235,24,10
1174,89,43,2
1175,799,36,13
1176,267,32,5
1177,1,51,24
1178,850,16,1
1179,881,34,27
1180,901,18,18
1181,917,29,28
1182,630,44,6
1183,951,21,3
1184,546,32,20
1185,116,6,6
1186,699,33,26
1187,893,4,25
1188,140,4,4
1189,190,32,21
1190,61,55,1
1191,843,26,18
1192,913,28,16
1193,35,40,24
1194,343,11,19
1195,646,19,19
1196,62,7,13
1197,910,29,2
1198,813,4,4
1199,115,15,5
1200,862,4,12
1201,923,19,3
1202,155,24,23
1203,978,38,1
1204,710,23,16
1205,172,44,1
1206,218,36,25
1207,605,35,21
1208,496,16,23
1209,108,9,8
1210,123,36,6
1211,12,22,11
1212,616,2,13
1213,165,12,12
1214,648,60,22
1215,356,35,4
1216,496,37,13
1217,143,5,21
1218,848,8,10
1219,587,28,11
1220,818,37,6
1221,670,45,3
1222,46,57,26
1223,397,27,16
1224,137,2,15
1225,397,43,20
1226,166,20,4
1227,257,38,8
1228,107,20,28
1229,46,41,16
1230,389,33,15
1231,795,14,8
1232,771,9,19
1233,390,17,4
1234,938,45,6
1235,557,56,26
1236,534,13,9
1237,888,6,2
1238,800,2,28
1239,914,2,13
1240,875,14,10
1241,910,10,17
1242,816,49,21
1243,751,48,21
1244,121,10,15
1245,692,49,20
1246,863,38,9
1247,254,8,2
1248,872,11,21
1249,870,48,7
1250,389,30,23
1251,396,18,27
1252,697,25,18
1253,428,52,6
1254,936,12,4
1255,206,2,5
1256,621,6,21
1257,329,53,23
1258,253,34,15
1259,429,29,11
1260,430,26,20
1261,226,35,17
1262,215,2,26
1263,778,27,25
1264,272,16,13
1265,649,48,13
1266,47,11,11
1267,394,24,20
1268,964,12,9
1269,190,42,1
1270,813,24,25
1271,900,2,16
1272,94,32,26
1273,167,54,21
1274,125,8,23
1275,779,5,1
1276,860,18,1
1277,671,31,1
1278,801,3,5
1279,943,30,19
1280,134,19,8
1281,36,24,18
1282,87,12,20
1283,491,29,15
1284,935,12,21
1285,529,45,12
1286,505,57,27
1287,673,43,3
1288,943,30,25
1289,988,12,14
1290,858,53,12
1291,999,42,7
1292,426,35,20
1293,657,37,18
1294,890,47,22
1295,318,6,22
1296,350,17,15
1297,817,54,14
1298,391,19,22
1299,338,38,13
1300,82,20,25
1301,309,33,2
1302,454,23,5
1303,161,33,1
1304,855,59,9
1305,38,14,28
1306,431,55,14
1307,473,59,10
1308,697,21,27
1309,734,46,6
1310,435,36,13
1311,722,59,8
1312,329,35,14
1313,895,30,17
1314,306,10,15
1315,833,11,8
1316,629,57,26
1317,150,9,3
1318,274,28,25
1319,124,7,15
1320,25,33,12
1321,217,51,12
1322,753,36,11
1323,865,12,6
1324,691,40,21
1325,493,22,4
1326,8,3,14
1327,256,53,15
1328,733,1,8
1329,832,28,23
1330,705,33,22
1331,552,43,1
1332,559,13,5
1333,869,22,2
1334,328,8,26
1335,312,3,12
1336,26,27,26
1337,641,33,10
1338,460,23,18
1339,907,24,9
1340,774,17,9
1341,648,38,5
1342,150,59,17
1343,568,16,2
1344,862,11,17
1345,35,1,23
1346,83,33,15
1347,526,25,27
1348,19,31,15
1349,251,48,7
1350,456,3,27
1351,395,21,22
1352,128,59,20
1353,101,37,24
1354,892,41,12
1355,257,44,21
1356,899,23,12
1357,252,8,9
1358,829,24,8
1359,45,31,20
1360,932,8,19
1361,766,30,23
1362,963,31,26
1363,499,58,4
1364,654,17,9
1365,616,49,4
1366,167,12,10
1367,873,2,7
1368,192,2,25
1369,239,50,12
1370,620,49,14
1371,558,9,14
1372,153,54,15
1373,758,25,6
1374,551,52,6
1375,992,20,6
1376,167,7,16
1377,65,11,17
1378,973,29,8
1379,835,6,4
1380,379,35,20
1381,854,36,28
1382,500,38,6
1383,395,6,2
1384,914,26,19
1385,435,46,2
1386,623,46,6
1387,636,12,8
1388,504,7,6
1389,409,45,10
1390,64,25,22
1391,465,54,14
1392,102,49,2
1393,767,8,20
1394,58,52,27
1395,464,27,1
1396,349,12,13
1397,66,10,9
1398,696,46,6
1399,214,42,10
1400,404,36,11
1401,849,30,19
1402,276,14,5
1403,343,52,9
1404,26,31,11
1405,404,8,7
1406,409,42,26
1407,866,4,12
1408,498,17,6
1409,889,57,9
1410,380,52,1
1411,339,40,16
1412,171,19,3
1413,899,5,17
1414,185,59,1
1415,427,10,26
1416,748,44,9
1417,521,50,14
1418,61,30,2
1419,95,39,26
1420,693,30,19
1421,657,47,12
1422,219,39,21
1423,457,38,19
1424,406,13,17
1425,877,57,8
1426,72,14,6
1427,935,24,26
1428,129,35,25
1429,395,57,6
1430,805,38,2
1431,547,28,3
1432,675,13,16
1433,568,29,21
1434,838,39,22
1435,851,23,10
1436,317,9,2
1437,904,8,25
1438,506,42,20
1439,858,24,14
1440,802,59,22
1441,126,33,1
1442,21,25,16
1443,927,32,1
1444,794,15,12
1445,863,22,5
1446,194,38,15
1447,409,17,23
1448,531,14,3
1449,585,4,2
1450,933,36,21
1451,363,34,24
1452,900,43,8
1453,724,13,12
1454,364,57,1
1455,477,47,26
1456,36,53,25
1457,633,59,21
1458,479,17,19
1459,596,24,23
1460,176,24,23
1461,343,54,4
1462,460,29,27
1463,427,55,18
1464,430,57,28
1465,684,20,14
1466,584,42,5
1467,285,14,11
1468,158,32,16
1469,226,14,25
1470,709,52,21
1471,815,22,17
1472,789,13,22
1473,303,39,13
1474,898,18,14
1475,858,18,3
1476,92,38,26
1477,517,7,18
1478,124,22,21
1479,893,54,10
1480,811,59,28
1481,418,37,5
1482,506,24,7
1483,486,2,3
1484,93,16,25
1485,478,14,15
1486,224,40,19
1487,156,47,18
1488,931,47,5
1489,681,2,4
1490,193,50,7
1491,507,37,8
1492,159,57,2
1493,622,28,6
1494,75,25,19
1495,219,30,15
1496,626,53,22
1497,438,37,24
1498,809,20,5
1499,438,47,4
1500,104,1,24
1501,485,14,24
1502,244,1,9
1503,671,16,8
1504,997,2,4
1505,63,32,8
1506,654,58,23
1507,940,17,27
1508,352,40,4
1509,346,13,9
1510,769,22,13
1511,944,31,19
1512,910,5,7
1513,192,52,2
1514,531,12,23
1515,893,43,22
1516,987,43,4
1517,174,31,14
1518,483,42,8
1519,2,58,11
1520,405,44,17
1521,973,21,18
1522,238,49,25
1523,863,57,15
1524,777,58,27
1525,290,23,7
1526,676,37,2
1527,834,3,20
1528,593,10,20
1529,352,27,6
1530,138,30,20
1531,742,48,22
1532,274,53,22
1533,123,57,18
1534,50,24,10
1535,315,47,18
1536,770,24,4
1537,712,43,7
1538,883,42,25
1539,98,28,8
1540,202,27,23
1541,22,19,20
1542,742,19,25
1543,685,53,9
1544,230,3,3
1545,639,17,15
1546,262,48,14
1547,627,13,8
1548,893,27,24
1549,628,49,20
1550,590,13,4
1551,429,19,2
1552,650,47,24
1553,94,39,6
1554,361,59,10
1555,661,41,7
1556,452,32,28
1557,801,16,23
1558,810,41,23
1559,989,49,3
1560,60,42,18
1561,313,59,24
1562,299,13,23
1563,21,44,20
1564,680,24,1
1565,529,51,14
1566,62,20,9
1567,274,12,5
1568,863,17,8
1569,689,3,19
1570,821,32,1
1571,373,13,10
1572,383,55,5
1573,205,6,17
1574,663,53,19
1575,477,50,21
1576,552,54,6
1577,859,15,3
1578,501,27,8
1579,619,8,6
1580,757,24,3
1581,104,13,24
1582,16,15,2
1583,105,55,12
1584,789,22,26
1585,507,21,23
1586,460,12,8
1587,40,45,20
1588,830,37,12
1589,545,42,17
1590,560,21,19
1591,423,38,28
1592,818,12,21
1593,635,5,1
1594,269,38,6
1595,650,14,11
1596,898,16,17
1597,790,16,21
1598,797,31,20
1599,330,33,16
1600,586,49,10
1601,689,14,20
1602,592,43,6
1603,288,25,17
1604,257,23,15
1605,989,1,9
1606,298,33,23
1607,898,34,2
1608,350,27,16
1609,273,26,5
1610,940,49,28
1611,585,22,16
1612,640,20,25
1613,374,30,12
1614,526,56,1
1615,905,3,13
1616,195,2,18
1617,141,45,13
1618,737,19,12
1619,611,22,25
1620,583,30,18
1621,333,36,9
1622,367,17,1
1623,952,5,25
1624,473,14,2
1625,185,38,3
1626,985,59,9
1627,180,2,9
1628,329,32,6
1629,279,40,12
1630,843,50,18
1631,818,21,10
1632,3,53,12
1633,969,30,5
1634,233,49,17
1635,666,41,3
1636,852,56,16
1637,14,32,7
1638,932,47,23
1639,220,44,14
1640,155,33,20
1641,603,44,18
1642,662,44,14
1643,59,27,15
1644,482,8,14
1645,610,32,15
1646,355,30,6
1647,226,55,11
1648,690,19,17
1649,509,6,10
1650,78,43,23
1651,482,11,8
1652,223,41,24
1653,124,10,15
1654,814,53,2
1655,816,56,1
1656,748,54,10
1657,183,58,25
1658,445,50,19
1659,184,39,19
1660,530,56,2
1661,316,52,28
1662,273,52,6
